Nest | ---,(o) <DM> (e) | mag,<Dist> | Mpc,Abell | ---,GName | ---,Npv | ---,PGC1 | ---,GLON GLAT | deg deg,SGLON | deg,SGLAT | deg,logLKs | [Lsun],CF | ---,sigP | km/s,R2t | Mpc,<HV> | km/s,<Vgsr> | km/s,<Vls> | km/s,<Vcmb> | km/s,<Vcmba> | km/s,sigma | km/s,Mvir | TMsun,Mlum | TMsun,LDC | ---,HDC | ---,2M++ | ---,MK2011 | ---,Icnt | ---
205356,2 36.51 0.35,200.9,,,1,1090287,176.78 -52.62,302.1083,-28.0681,11.86,4.44,273,0.741,12983,12979,13016,12770,13198,0,0,40.667,0,0,0,0,0
104233,2 36.51 0.35,200.9,,,1,155439,259.13 38.39,120.8532,-36.4435,12.54,12.05,497,1.349,15592,15402,15347,15957,16623,0,0,245.333,0,0,0,0,0
200891,2 36.50 0.35,200,,,3,15991,212.89 -34.17,293.7587,-59.0985,12.57,4.47,511,1.388,13019,12895,12899,12992,13435,405,0,266.667,0,0,3543,0,0
202487,2 36.50 0.35,200,,,2,892,338.79 -76.93,257.8426,-1.4412,12.76,9.56,605,1.641,15256,15230,15232,15001,15593,54,0,441.333,0,0,0,0,0
204986,2 36.50 0.35,199.1,,,1,639,100.71 -61.81,292.551,10.9525,11.98,3.65,304,0.825,11842,11951,11998,11486,11833,0,0,56,0,0,0,0,0
204670,2 36.49 0.35,198.6,,,1,163448,44.46 -46.43,267.2817,37.204,12.11,6.26,341,0.925,13962,14083,14108,13630,14117,0,0,78.933,0,0,3235,0,0
201490,2 36.49 0.35,198.2,,,2,72124,20.84 -74.46,263.0715,7.5944,12.98,10.02,734,1.993,15381,15400,15412,15084,15683,437,0,790.667,0,0,3057,0,0
104049,2 36.49 0.35,198.2,,,1,522591,285.36 13.64,160.5444,-29.0821,12.65,11.61,547,1.485,15556,15325,15250,15845,16502,0,0,326.667,0,0,0,0,0
204350,2 36.49 0.35,198.2,,,1,2640,306.00 -68.24,248.3377,-10.0731,12.24,9.69,382,1.037,15300,15220,15207,15111,15709,0,0,111.467,0,0,0,0,0
101964,2 36.47 0.35,196.8,,,2,1137845,13.74 31.45,137.0121,49.7679,12.56,7.66,507,1.376,14501,14565,14540,14575,15134,149,0,260,0,0,0,0,0
104838,2 36.47 0.35,196.8,,,1,170230,308.52 46.97,132.409,-1.3687,12.17,4.1,358,0.972,11972,11848,11786,12295,12692,0,0,91.733,0,0,0,0,0
201290,2 36.47 0.28,196.3,,,3,3090831,173.70 -32.16,325.2167,-33.8561,12.01,2.35,312,0.847,9916,9926,9971,9767,10017,69,0,60.533,260,0,0,0,0
204654,2 36.46 0.35,195.9,,,1,3092693,171.21 -57.78,298.7225,-22.8479,12.12,4.5,344,0.933,12999,13007,13045,12758,13185,0,0,81.067,0,0,0,0,0
204804,2 36.46 0.35,195.9,,,1,3080889,219.11 -27.10,289.3095,-67.6186,12.05,5.52,323,0.877,13773,13621,13617,13802,14302,0,0,67.333,0,0,3623,0,0
104842,2 36.46 0.35,195.9,,,1,877382,311.44 44.66,135.034,0.2489,12.2,7,370,1.004,13991,13867,13804,14305,14841,0,0,101.067,0,0,0,0,0
201464,2 36.46 0.35,195.4,,,2,134739,153.92 -80.61,279.1166,-8.9082,12.71,10.08,578,1.571,15591,15601,15626,15304,15921,532,0,386.667,0,0,0,0,0
201000,2 36.45 0.35,195,,,3,18570,243.14 -23.23,229.733,-67.2796,12.39,3.48,436,1.184,11762,11549,11516,11864,12234,225,0,165.333,0,0,4020,0,0
206326,2 36.45 0.35,195,,,1,973559,191.68 -54.89,293.7773,-33.6663,11.64,3.6,225,0.612,12059,12018,12043,11875,12246,0,0,22.8,0,0,0,0,0
204190,2 36.44 0.35,194.5,,,1,128432,309.11 -64.11,244.035,-9.2881,12.33,7.06,414,1.123,14248,14159,14141,14075,14594,0,0,141.333,0,0,0,0,0
207138,2 36.44 0.35,194.1,,,1,148598,260.43 -26.48,216.3763,-52.9587,11.47,2.8,194,0.527,10302,10076,10030,10399,10684,0,0,14.533,0,0,0,0,0
104304,2 36.43 0.35,193.6,,,1,97226,228.69 12.90,93.0069,-70.4376,12.48,12.44,474,1.288,15314,15125,15097,15572,16206,0,0,213.333,0,0,0,0,0
202662,2 36.43 0.35,193.2,,,2,5315,269.65 -77.40,261.2426,-15.5392,11.97,2.27,301,0.817,9340,9278,9279,9124,9342,33,0,54.533,0,0,3320,0,0
102901,2 36.42 0.35,192.8,,,2,34879,287.47 13.05,161.7856,-27.251,12.13,3.03,347,0.944,10554,10326,10250,10838,11146,22,0,83.733,0,0,0,0,0
202077,2 36.41 0.35,191.4,,,2,4077756,341.11 -13.62,197.3014,21.2827,12.51,8.52,485,1.317,14490,14419,14368,14479,15030,116,0,228,0,0,0,0,0
104745,2 36.41 0.35,191.4,,,1,1145196,16.52 28.17,139.508,53.534,12.18,5.81,362,0.983,13593,13669,13647,13641,14129,0,0,94.533,0,0,0,0,0
204732,2 36.41 0.35,191.4,,,1,19264,242.67 -18.18,219.8628,-70.9407,12.08,3.15,332,0.901,11251,11032,10997,11383,11723,0,0,72.933,0,0,0,0,0
204259,2 36.41 0.35,191.4,,,1,16683,221.57 -32.41,281.8549,-63.3794,12.29,5.93,399,1.084,14337,14186,14180,14342,14881,0,0,127.2,0,0,0,0,0
104893,2 36.40 0.35,190.5,,,1,3109183,254.93 51.60,108.896,-27.4569,12.18,5.84,363,0.984,13302,13155,13110,13670,14160,0,0,95.2,0,0,0,0,0
205256,2 36.40 0.35,190.5,,,1,11917,180.10 -47.16,306.8094,-32.8363,11.89,3.04,281,0.763,11098,11085,11121,10912,11226,0,0,44.133,0,0,0,0,0
201986,2 36.39 0.35,189.7,,,2,75723,274.29 -27.30,210.9419,-40.832,12.57,6.42,511,1.388,13985,13760,13706,14074,14595,132,0,266.667,0,0,0,0,0
204371,2 36.39 0.35,189.7,,,1,133641,35.47 -78.55,267.6456,4.8889,12.23,9.42,379,1.028,15210,15234,15250,14906,15488,0,0,108.533,0,0,3032,0,0
205850,2 36.39 0.35,189.7,,,1,11753,214.18 -58.94,278.4136,-36.4104,11.74,3.78,246,0.667,12241,12157,12167,12086,12469,0,0,29.6,0,0,3250,0,0
201886,2 36.38 0.35,188.8,,,2,952619,209.17 -35.11,297.7399,-56.6907,12.6,8.43,525,1.427,15273,15161,15170,15229,15840,156,0,289.333,0,0,3361,0,0
201956,2 36.38 0.35,188.8,,,2,692,347.73 -78.01,259.6758,-0.1911,12.66,8.28,553,1.503,14818,14802,14806,14553,15110,138,0,338.667,0,0,3083,0,0
201015,2 36.38 0.31,188.9,,,5,3929,131.99 -68.95,291.0153,-3.9737,12.61,4.38,530,1.439,12752,12809,12850,12434,12840,431,432,297.333,0,0,3132,0,0
204454,2 36.37 0.35,187.9,,,1,456129,343.43 -17.40,201.8317,22.5649,12.19,7.77,366,0.993,14200,14140,14092,14161,14686,0,0,97.6,0,0,0,0,0
100831,2 36.36 0.35,187.1,,,3,1088589,245.30 42.78,106.7217,-38.2636,12.71,7.14,580,1.575,13985,13819,13776,14345,14886,562,0,389.333,0,0,2692,0,0
200959,2 36.35 0.35,186.2,,,3,246964,290.02 -37.60,218.8252,-25.4026,12.8,8.75,626,1.701,14911,14723,14673,14918,15504,272,0,490.667,0,0,0,0,0
205031,2 36.35 0.35,186.2,,,1,163545,40.23 -48.43,264.2301,34.8908,11.97,3.97,301,0.817,12077,12185,12206,11752,12115,0,0,54.533,0,0,3346,0,0
204316,2 36.35 0.35,185.8,,,1,65353,348.96 -38.66,225.0352,19.7396,12.25,9.6,385,1.047,14987,14953,14925,14832,15407,0,0,114.4,0,0,0,0,0
202171,2 36.34 0.35,185.4,,,2,905342,30.05 -30.25,246.502,49.8368,12.75,14.58,599,1.627,16177,16290,16298,15912,16579,0,0,429.333,0,0,0,0,0
202489,2 36.34 0.35,185.4,,,2,25460,287.33 -16.48,195.4377,-30.558,12.38,3.49,432,1.173,11417,11189,11122,11556,11907,54,0,161.333,0,0,4242,0,0
104187,2 36.34 0.35,185.4,,,1,947770,300.57 50.07,128.1405,-5.7371,12.52,7.78,490,1.331,14303,14173,14113,14643,15204,0,0,234.667,0,0,0,0,0
104689,2 36.33 0.35,184.9,,,1,48133,318.61 44.83,135.4065,5.328,12.26,7.74,390,1.059,14344,14237,14176,14641,15202,0,0,118.267,0,0,0,0,0
201791,2 36.33 0.35,184.5,,,2,144980,173.18 -53.25,302.6349,-25.8616,12.21,4.7,372,1.011,13196,13202,13241,12972,13414,189,0,102.933,0,0,0,0,0
101070,2 36.31 0.35,182.8,,,3,42963,298.75 62.62,115.8688,-2.7607,12.9,7.8,683,1.856,14295,14203,14155,14635,15198,162,0,637.333,0,0,0,0,0
105161,2 36.31 0.35,182.8,,,1,1011324,250.54 38.82,113.5991,-40.011,12.06,4.7,327,0.887,12503,12320,12272,12864,13298,0,0,69.6,0,0,2499,0,0
203756,2 36.31 0.35,182.8,,,1,172809,118.71 -65.83,292.8342,1.7052,12.61,12.4,530,1.439,16204,16285,16330,15868,16527,0,0,297.333,0,0,3068,0,0
103167,2 36.31 0.35,182.4,,,2,919208,253.20 30.88,122.1417,-45.3386,12.82,9.28,635,1.724,14824,14618,14566,15174,15780,0,0,510.667,0,0,0,0,0
105048,2 36.31 0.35,182.4,,,1,180685,232.15 14.85,102.1313,-68.513,12.11,5.86,341,0.925,14064,13868,13835,14337,14876,0,0,78.933,0,0,0,0,0
200929,2 36.30 0.35,182,,,3,354082,333.37 -20.88,203.0783,12.5094,12.78,9.97,615,1.671,15018,14920,14867,15002,15594,322,0,465.333,0,0,3893,0,0
204111,2 36.30 0.35,182,,,1,129127,329.11 -58.56,239.2846,0.6624,12.37,6.52,429,1.164,13901,13833,13811,13719,14213,0,0,157.333,0,0,0,0,0
101149,2 36.29 0.35,181.6,,,3,866915,241.67 12.77,126.637,-66.2034,12.08,2.98,332,0.901,10476,10257,10215,10760,11064,129,0,72.933,0,0,1391,0,0
204045,2 36.29 0.35,181.6,,,1,17246,254.91 -33.99,231.0795,-52.4004,12.41,6.93,444,1.205,14394,14187,14150,14441,14988,0,0,174.667,0,0,3436,0,0
204985,2 36.28 0.35,180.7,,,1,3958638,316.85 -39.55,219.3429,-4.4225,11.98,6.89,304,0.825,14031,13900,13854,13970,14482,0,0,56,0,0,0,0,0
104974,2 36.28 0.35,180.7,,,1,1038076,335.93 51.73,127.7398,16.4024,12.13,6.26,347,0.941,13642,13591,13541,13907,14414,0,0,83.333,0,0,0,0,0
104335,2 36.28 0.35,180.7,,,1,872631,358.57 20.50,158.3194,40.6762,12.41,10.65,445,1.208,15498,15505,15463,15577,16212,0,0,176,0,0,0,0,0
201031,2 36.28 0.35,179.9,,,3,176746,286.32 -38.69,220.7935,-27.9689,12.7,8.11,573,1.556,14701,14511,14463,14707,15276,199,0,376,0,0,3286,0,0
205244,2 36.28 0.35,179.9,,,1,14759,221.91 -44.37,276.1566,-51.7269,11.9,4.26,283,0.769,12447,12316,12315,12384,12787,0,0,45.333,0,0,3362,0,0
203955,2 36.27 0.35,179.5,,,1,5262,152.13 -72.84,286.8614,-10.3623,12.47,8.26,468,1.272,15029,15054,15087,14737,15306,0,0,205.333,0,0,0,0,0
106742,2 36.27 0.28,179.5,,,1,54861,20.01 52.51,110.9854,38.6518,11.6,2.25,217,0.589,9037,9101,9082,9191,9414,0,0,20.4,0,0,2314,0,0
202140,2 36.26 0.35,179.1,,,2,3714742,281.20 -25.24,206.5661,-35.2767,12.11,3.33,341,0.925,11258,11034,10976,11354,11692,105,0,78.933,0,0,0,0,0
102339,2 36.26 0.35,179.1,,,2,35654,268.59 53.61,114.721,-20.7919,13.05,12.29,782,2.123,15630,15487,15436,15999,16673,85,0,954.667,0,0,2918,0,0
203687,2 36.26 0.35,178.6,,,1,128566,269.88 -54.13,242.4199,-31.2293,12.66,12.7,553,1.503,16156,16003,15977,16076,16751,0,0,338.667,0,0,0,0,0
201055,2 36.26 0.31,178.6,,,3,69742,328.99 -52.14,233.0207,2.0598,12.12,3.17,344,0.933,10885,10806,10777,10731,11033,179,0,81.067,0,0,3379,0,0
205252,2 36.25 0.35,177.8,,,1,130566,358.53 -39.99,230.2782,25.4955,11.9,5.12,283,0.769,12873,12872,12852,12681,13103,0,0,45.333,0,0,0,0,0
204168,2 36.25 0.35,177.4,,,1,956342,155.60 -72.61,286.8326,-11.4168,12.34,8.75,417,1.133,15229,15250,15283,14941,15526,0,0,145.333,0,0,0,0,0
102292,2 36.24 0.35,177.4,,,2,156990,292.58 10.61,165.6486,-22.9188,12.73,8.66,589,1.599,14699,14477,14400,14964,15553,91,0,408,0,0,0,0,0
200873,2 36.24 0.35,176.6,,,3,67942,47.60 -46.98,270.2056,36.6968,12.78,6.8,615,1.671,14036,14163,14190,13699,14192,481,0,465.333,0,0,3234,0,0
102713,2 36.24 0.35,176.6,,,2,170232,310.73 55.92,123.8408,1.5341,12.66,7.12,554,1.505,14011,13915,13860,14335,14876,40,0,340,0,0,0,0,0
202308,2 36.24 0.35,176.6,,,2,18210,244.50 -26.13,232.4062,-64.3228,12.36,5.15,425,1.155,13406,13195,13162,13493,13971,78,0,153.333,0,0,3616,0,0
104541,2 36.24 0.35,176.6,,,1,995673,229.23 11.07,96.0875,-72.5069,12.34,9.05,419,1.137,14858,14666,14638,15110,15707,0,0,146.667,0,0,0,0,0
200075,2 36.24 0.28,176.6,,,13,71054,88.27 -46.84,299.8071,25.6949,13.05,3.93,781,2.121,12149,12316,12371,11779,12143,500,302.667,952,0,0,0,0,0
103773,2 36.23 0.35,176.2,,,1,892790,358.29 22.80,155.4127,39.9984,12.8,11.77,627,1.703,15809,15815,15773,15900,16561,0,0,492,0,0,0,0,0
104995,2 36.23 0.35,176.2,,,1,850378,330.05 38.32,142.027,13.854,12.11,5.5,342,0.928,13173,13087,13026,13424,13896,0,0,79.867,0,0,0,0,0
100819,2 36.22 0.35,175,,,3,644524,309.92 26.65,152.646,-3.7769,13.11,9.76,824,2.237,15048,14886,14813,15327,15945,667,0,1117.333,0,0,2173,0,0
207819,2 36.22 0.35,175,,,1,1050328,198.99 -35.20,308.1914,-51.0797,11.34,2.47,173,0.469,10190,10111,10130,10115,10384,0,0,10.28,0,0,0,0,0
104405,2 36.22 0.35,175,,,1,913966,279.32 44.46,127.0507,-21.1109,12.43,9.83,451,1.224,15004,14834,14772,15368,15986,0,0,182.667,0,0,0,0,0
105733,2 36.22 0.28,175,,,1,55919,20.57 46.58,115.3442,43.6132,11.82,2.79,264,0.719,10294,10367,10348,10419,10705,0,0,36.933,0,0,0,0,0
201545,2 36.21 0.35,174.6,,,2,309560,302.51 -51.25,231.3922,-14.2083,12.03,3.6,317,0.861,11591,11456,11421,11496,11843,349,0,63.867,0,0,3296,0,0
206617,2 36.21 0.35,174.2,,,1,626839,246.90 -16.18,208.9184,-68.4779,11.57,2.24,212,0.575,9364,9136,9096,9513,9752,0,0,18.933,462,0,4389,0,0
105739,2 36.20 0.35,173.8,,,1,26598,242.36 27.15,112.7777,-53.5166,11.87,3.55,276,0.751,11300,11101,11057,11630,11986,0,0,42.133,0,0,0,0,0
204555,2 36.20 0.16,173.6,,,1,999482,58.68 -55.06,277.2993,27.9006,12.15,8.43,353,0.959,14892,15012,15046,14537,15091,0,0,87.733,0,0,0,0,0
201654,2 36.19 0.35,173.4,,,2,14871,258.69 -44.39,239.3993,-43.1408,12.11,3.04,341,0.925,10987,10805,10774,10969,11285,260,0,78.933,0,0,0,0,0
204944,2 36.19 0.35,173.4,,,1,129130,330.39 -57.85,238.7551,1.4872,11.99,6.32,306,0.832,13802,13735,13713,13621,14107,0,0,57.467,0,0,0,0,0
202007,2 36.18 0.35,172.6,,,2,5732,151.52 -68.44,291.2928,-11.053,12.21,3.92,372,1.011,12321,12355,12393,12029,12409,129,0,102.933,0,0,0,0,0
202203,2 36.18 0.35,172.2,,,2,955113,209.25 -34.42,298.3592,-57.3011,12.1,3.2,338,0.917,11516,11402,11411,11476,11822,97,0,76.933,0,0,3646,0,0
204482,2 36.17 0.35,171.8,,,1,2802356,326.93 -16.51,197.6072,7.2927,12.18,9.46,362,0.984,14872,14748,14688,14902,15483,0,0,95.067,0,0,0,0,0
205238,2 36.17 0.35,171.8,,,1,1030194,67.88 -57.77,281.522,24.0483,11.9,5.51,283,0.769,13721,13841,13879,13360,13828,0,0,45.333,0,0,3159,0,0
205744,2 36.17 0.35,171,,,1,1035189,173.12 -59.97,296.1634,-22.6398,11.76,3.99,250,0.679,12732,12735,12771,12490,12900,0,0,31.2,0,0,0,0,0
105013,2 36.17 0.35,171,,,1,928809,250.25 29.61,120.2699,-47.8811,12.12,4.81,343,0.931,12583,12378,12327,12928,13367,0,0,80.267,0,0,2175,0,0
201542,2 36.15 0.35,170.2,,,2,3953440,319.45 -39.58,219.565,-2.4332,11.53,2.24,204,0.553,8936,8812,8767,8868,9074,353,0,16.933,0,0,3749,0,0
101925,2 36.15 0.35,170.2,,,2,54506,332.52 17.60,163.4667,16.3067,12.08,3.96,333,0.905,11945,11846,11781,12116,12501,161,0,73.867,0,0,1537,0,0
201825,2 36.14 0.35,168.7,,,2,18432,229.71 -19.61,260.5027,-76.5209,12.11,3.16,341,0.925,11372,11182,11162,11471,11816,175,0,78.933,0,0,4140,0,0
201819,2 36.13 0.35,168.3,,,2,59013,318.58 -17.37,197.3966,-0.7375,12.38,5.28,432,1.173,12956,12803,12739,13010,13455,176,0,161.333,0,0,4143,0,0
201781,2 36.13 0.31,168.2,,,2,272566,283.89 -18.86,198.4869,-33.6723,11.88,2.7,278,0.755,10150,9920,9856,10281,10558,193,0,42.933,0,0,0,0,0
202166,2 36.12 0.35,167.9,,,2,3925717,23.73 -31.13,240.2408,46.2564,11.6,1.99,217,0.589,8091,8182,8184,7844,8005,100,0,20.4,1346,0,3979,0,0
102489,2 36.12 0.35,167.9,,,2,30417,247.75 42.79,108.7951,-37.5128,11.86,2.48,274,0.744,9386,9217,9172,9748,9997,66,0,41.067,0,0,0,0,0
204120,2 36.12 0.35,167.9,,,1,259060,320.66 -34.95,215.0696,-0.931,12.36,10.2,425,1.155,15196,15068,15019,15149,15750,0,0,153.333,0,0,0,0,0
100680,2 36.12 0.35,167.5,,,4,184619,334.66 42.15,137.769,17.0305,12.37,3.48,427,1.161,11278,11210,11154,11524,11873,159,0,156,0,0,2384,0,0
104623,2 36.12 0.35,167.5,,,1,31647,262.98 35.59,125.9541,-36.4692,12.28,5.21,397,1.077,13065,12866,12807,13427,13900,0,0,124.8,0,0,0,0,0
200711,2 36.11 0.32,166.4,,,4,15421,193.74 -29.50,319.6457,-50.756,12.09,2.43,335,0.909,10107,10042,10067,10042,10307,150,0,74.933,0,0,0,0,0
200682,2 36.10 0.35,166.3,,,4,179138,283.71 -28.13,209.4767,-32.5345,12.4,3.55,440,1.196,11551,11335,11278,11626,11981,182,0,170.667,0,0,3866,0,0
200898,2 36.10 0.35,166.3,,,3,442839,266.03 -13.19,193.238,-51.3304,12.27,3.92,392,1.065,12117,11871,11813,12294,12691,377,0,120.667,0,0,0,0,0
104784,2 36.10 0.35,166,,,1,992279,249.13 35.57,114.512,-43.3788,12.24,7.37,383,1.039,14091,13901,13853,14446,14993,0,0,111.867,0,0,0,0,0
205656,2 36.10 0.35,166,,,1,281369,324.60 -20.41,201.1423,4.5201,11.78,4.57,255,0.691,12381,12251,12192,12399,12802,0,0,32.933,0,0,0,0,0
200329,2 36.09 0.35,165.2,,,6,11637,185.40 -51.70,299.6165,-32.988,12.12,1.95,344,0.933,8672,8644,8675,8484,8673,292,63.2,81.067,0,0,3583,0,0
102743,2 36.09 0.35,165.2,,,2,1263400,6.76 47.74,122.789,36.0816,12.88,11.36,672,1.825,15606,15639,15608,15775,16430,37,0,606.667,0,0,0,0,0
104844,2 36.08 0.35,164.8,,,1,1036548,322.87 54.99,125.2554,8.3288,12.19,6.82,366,0.995,13888,13812,13760,14188,14716,0,0,98,0,0,0,0,0
100473,2 36.08 0.35,164.4,,,5,50254,320.16 27.48,152.879,5.3769,12.43,2.91,451,1.224,10393,10261,10191,10643,10940,147,10.467,182.667,0,0,1771,0,0
202926,2 36.08 0.35,164.4,,,2,9291,207.26 -68.04,278.2874,-26.8148,11.82,2.68,264,0.716,10449,10396,10411,10243,10518,8,0,36.667,0,0,3319,0,0
101701,2 36.08 0.35,164.1,,,2,25149,234.03 24.51,101.6425,-58.4951,12.77,6.01,610,1.656,13446,13259,13224,13756,14253,233,0,453.333,0,0,2017,0,0
212383,2 36.07 0.35,163.7,,,2,17960,229.49 -23.86,263.5938,-72.3484,12.38,5.6,432,1.173,13432,13248,13230,13506,13985,45,0,161.333,0,0,3729,0,0
201650,2 36.07 0.35,163.3,,,2,134045,217.79 -49.23,279.0614,-46.3338,12.11,4.16,341,0.925,12645,12533,12538,12547,12960,261,0,78.933,0,0,0,0,0
205878,2 36.07 0.35,163.3,,,1,408439,263.98 -27.47,215.6824,-49.3453,11.73,4.43,244,0.661,12678,12452,12404,12769,13197,0,0,28.933,0,0,3717,0,0
104438,2 36.07 0.35,163.3,,,1,170224,306.90 54.99,124.3485,-0.7714,12.38,7.74,432,1.173,14267,14162,14106,14598,15156,0,0,161.333,0,0,0,0,0
202174,2 36.06 0.35,162.9,,,2,65185,22.94 -33.46,241.3607,43.9702,12.31,5.15,407,1.105,12874,12961,12962,12623,13041,0,0,134.667,0,0,3607,0,0
201590,2 36.06 0.35,162.9,,,2,10545,208.78 -63.22,279.7058,-31.5181,11.91,3.12,286,0.776,11270,11205,11219,11087,11409,304,0,46.533,0,0,0,0,0
104722,2 36.06 0.35,162.6,,,1,45640,309.91 50.29,129.3125,0.1268,12.25,6.97,385,1.045,13940,13827,13768,14263,14796,0,0,114.133,0,0,0,0,0
201633,2 36.06 0.26,163.1,,,2,68353,338.73 -50.47,233.1919,8.3648,12.08,3.36,332,0.901,11135,11078,11053,10964,11279,274,0,72.933,0,0,0,0,0
200793,2 36.05 0.35,162.2,,,4,3080642,204.47 -35.78,302.3346,-53.8261,12.39,3.27,436,1.184,11644,11548,11562,11584,11936,79,0,165.333,0,0,3552,0,0
204995,2 36.05 0.35,162.2,,,1,835464,27.65 -39.64,249.5629,40.6572,11.98,4.45,304,0.825,11865,11958,11966,11583,11936,0,0,56,0,0,0,0,0
209824,2 36.05 0.35,162.2,,,1,175862,179.23 -48.04,305.8193,-31.6927,10.97,1.65,124,0.339,7616,7605,7642,7425,7570,0,0,3.853,0,0,0,0,0
206266,2 36.05 0.35,162.2,,,1,68119,346.18 -51.70,236.2537,12.1506,11.65,3.07,227,0.616,10683,10647,10627,10487,10776,0,0,23.333,0,0,0,0,0
200313,2 36.04 0.35,161.8,,,6,863332,20.81 -18.93,224.5026,53.6315,12.52,3.44,489,1.328,11077,11169,11163,10882,11193,384,184,233.333,0,0,4102,0,0
106594,2 36.04 0.35,161.8,,,1,3821317,323.23 30.71,149.7905,8.2495,11.67,3.54,231,0.628,11369,11251,11184,11619,11974,0,0,24.667,0,0,0,0,0
104952,2 36.04 0.35,161.4,,,1,4075897,259.93 13.35,148.7562,-52.3013,12.14,5.03,351,0.953,12742,12501,12441,13046,13492,0,0,86.267,0,0,1493,0,0
202176,2 36.04 0.35,161.1,,,2,1049374,168.49 -60.66,296.5797,-20.3448,12.24,4.28,382,1.037,12771,12784,12821,12517,12929,0,0,111.467,0,0,3150,0,0
206229,2 36.03 0.35,161.1,,,1,18963,246.81 -21.67,221.2991,-65.8166,11.66,2.3,229,0.621,9698,9477,9440,9815,10068,0,0,24,0,0,0,0,0
200412,2 36.03 0.35,160.7,,,5,3706390,274.54 -29.53,213.6579,-39.9525,12.79,5.25,621,1.685,13262,13041,12989,13337,13804,412,188,477.333,0,0,3531,0,0
105180,2 36.03 0.35,160.3,,,1,921982,297.98 48.10,129.4987,-7.9604,12.06,5.04,325,0.883,12799,12660,12598,13142,13595,0,0,68.533,0,0,0,0,0
105057,2 36.03 0.35,160.3,,,1,49279,316.84 26.29,153.8055,2.3253,12.07,3.61,329,0.895,11454,11311,11239,11711,12071,0,0,71.333,0,0,0,0,0
201415,2 36.02 0.35,160,,,2,68799,331.63 -49.58,230.9343,4.2941,12.52,5.6,489,1.328,13293,13217,13187,13144,13598,849,0,233.333,0,0,3212,0,0
100852,2 36.01 0.35,159.2,,,3,29783,249.70 38.07,113.3464,-40.9849,12.56,5.71,509,1.381,13215,13031,12983,13574,14058,463,0,262.667,0,0,0,0,0
200902,2 36.01 0.35,159.2,,,3,19005,246.76 -21.41,220.7335,-65.9294,12.11,3.03,341,0.925,11050,10829,10792,11169,11496,364,0,78.933,0,0,4021,0,0
101007,2 36.01 0.35,158.9,,,3,44914,305.99 38.86,140.0053,-4.7991,12.9,7.12,684,1.859,14019,13870,13802,14335,14876,205,0,640,0,0,2614,0,0
206732,2 36.01 0.28,158.9,,,1,68045,76.34 -30.13,305.7344,44.1736,11.55,2.79,208,0.564,10374,10584,10639,10023,10288,0,0,17.867,0,0,0,0,0
101548,2 36.00 0.35,158.5,,,2,4681574,298.66 12.26,165.138,-16.7541,12.52,4.11,487,1.323,12023,11815,11738,12281,12677,332,0,230.667,0,0,0,0,0
201334,2 36.00 0.31,158.4,,,3,12999,224.66 -55.14,272.0606,-41.1355,12.25,3.23,385,1.047,11431,11320,11321,11313,11649,51,0,114.4,0,0,0,0,0
107265,2 36.00 0.28,158.9,,,1,55213,39.35 54.78,96.1337,41.1168,11.5,2.66,198,0.539,10035,10138,10133,10160,10432,0,0,15.6,0,0,2464,0,0
200173,2 36.00 0.16,158.3,,,12,70628,83.91 -47.37,297.0146,27.3773,13.23,3.9,916,2.487,12087,12251,12304,11716,12076,682,1586.667,1533.333,0,0,0,0,0
200834,2 35.99 0.35,158.1,,,3,1135919,42.59 -20.01,259.9771,63.2562,13.17,18.07,868,2.359,16777,16942,16963,16509,17227,885,0,1308,0,0,0,0,0
202800,2 35.99 0.35,157.4,,,2,63980,22.94 -23.54,232.213,51.7838,12.23,5.47,379,1.028,13047,13144,13142,12828,13260,21,0,108.533,0,0,0,0,0
205571,2 35.97 0.35,156.7,,,1,300839,327.09 -20.35,201.4538,6.839,11.8,3.96,259,0.704,11764,11642,11585,11773,12137,0,0,34.8,0,0,0,0,0
105552,2 35.97 0.35,156.7,,,1,170072,252.74 36.02,117.5296,-41.4215,11.94,4.81,293,0.796,12528,12336,12285,12887,13322,0,0,50.4,0,0,0,0,0
204844,2 35.97 0.35,156,,,1,932585,216.79 -23.79,298.8979,-69.4795,12.04,4.71,320,0.869,13368,13219,13217,13409,13881,0,0,65.6,0,0,3888,0,0
207265,2 35.97 0.35,156,,,1,130478,251.80 -34.58,234.7282,-53.8565,11.44,2.76,188,0.511,10522,10319,10285,10564,10857,0,0,13.333,0,0,0,0,0
200488,2 35.96 0.35,155.6,,,5,313490,275.36 -24.14,206.5817,-40.699,12.53,4.05,493,1.34,12197,11967,11911,12305,12703,173,61.867,240,0,0,3854,0,0
103688,2 35.96 0.35,155.2,,P332-1,1,200173,49.41 35.39,86.5853,60.8671,12.88,23.28,675,1.833,17748,17913,17926,17743,18564,0,0,614.667,0,0,0,0,2691
102538,2 35.96 0.35,155.2,,,2,27107,239.61 32.03,106.2125,-49.9178,11.74,1.66,245,0.667,6897,6713,6672,7235,7372,60,0,29.467,0,0,0,0,0
200247,2 35.96 0.31,155.7,,,7,19546,246.38 -17.08,211.7332,-68.5315,12.39,2.27,436,1.184,9450,9224,9185,9594,9835,293,94.267,165.333,462,0,4257,0,0
100514,2 35.96 0.28,155.6,,,5,55523,39.71 53.20,96.2392,42.7053,12.43,2.81,453,1.229,10339,10446,10442,10455,10742,75,4.373,185.333,0,0,2463,0,0
